              0	 -0.207
              1	 -0.195
              2	 -0.215
              3	 -0.180
              4	 -0.203
              5	 -0.210
              6	 -0.203
              7	 -0.203
              8	 -0.203
              9	 -0.225
             10	 -0.207
             11	 -0.215
             12	 -0.212
             13	 -0.165
             14	 -0.177
             15	 -0.163
             16	 -0.182
             17	 -0.175
             18	 -0.160
             19	 -0.170
             20	 -0.185
             21	 -0.223
             22	 -0.215
             23	 -0.203
             24	 -0.198
             25	 -0.215
             26	 -0.215
             27	 -0.198
             28	 -0.150
             29	 -0.155
             30	 -0.135
             31	 -0.113
             32	 -0.092
             33	 -0.105
             34	 -0.115
             35	 -0.080
             36	 -0.052
             37	 -0.062
             38	 -0.070
             39	 -0.090
             40	 -0.087
             41	 -0.095
             42	 -0.062
             43	 -0.068
             44	 -0.090
             45	 -0.110
             46	 -0.125
             47	 -0.135
             48	 -0.170
             49	 -0.190
             50	 -0.193
             51	 -0.182
             52	 -0.160
             53	 -0.185
             54	 -0.198
             55	 -0.205
             56	 -0.190
             57	 -0.190
             58	 -0.175
             59	 -0.215
             60	 -0.330
             61	 -0.497
             62	 -0.562
             63	 -0.455
             64	 -0.125
             65	  0.343
             66	  0.848
             67	  1.475
             68	  1.843
             69	  1.728
             70	  1.333
             71	  0.943
             72	  0.578
             73	  0.268
             74	  0.045
             75	 -0.080
             76	 -0.115
             77	 -0.122
             78	 -0.142
             79	 -0.155
             80	 -0.172
             81	 -0.172
             82	 -0.195
             83	 -0.200
             84	 -0.198
             85	 -0.205
             86	 -0.203
             87	 -0.210
             88	 -0.203
             89	 -0.195
             90	 -0.190
             91	 -0.205
             92	 -0.210
             93	 -0.205
             94	 -0.193
             95	 -0.182
             96	 -0.190
             97	 -0.193
             98	 -0.172
             99	 -0.177
            100	 -0.203
            101	 -0.212
            102	 -0.195
            103	 -0.185
            104	 -0.182
            105	 -0.155
            106	 -0.170
            107	 -0.170
            108	 -0.165
            109	 -0.165
            110	 -0.152
            111	 -0.158
            112	 -0.152
            113	 -0.130
            114	 -0.125
            115	 -0.117
            116	 -0.128
            117	 -0.090
            118	 -0.072
            119	 -0.055
            120	 -0.060
            121	 -0.062
            122	 -0.040
            123	 -0.022
            124	 -0.005
            125	 -0.003
            126	  0.028
            127	  0.035
            128	  0.058
            129	  0.068
            130	  0.080
            131	  0.083
            132	  0.080
            133	  0.085
            134	  0.080
            135	  0.058
            136	  0.058
            137	  0.037
            138	  0.007
            139	 -0.003
            140	 -0.005
            141	 -0.043
            142	 -0.055
            143	 -0.072
            144	 -0.080
            145	 -0.068
            146	 -0.085
            147	 -0.100
            148	 -0.102
            149	 -0.092
            150	 -0.095
            151	 -0.100
            152	 -0.115
            153	 -0.122
            154	 -0.128
            155	 -0.113
            156	 -0.110
            157	 -0.105
            158	 -0.105
            159	 -0.080
            160	 -0.110
            161	 -0.122
            162	 -0.117
            163	 -0.122
            164	 -0.115
            165	 -0.125
            166	 -0.130
            167	 -0.135
            168	 -0.130
            169	 -0.125
            170	 -0.120
            171	 -0.140
            172	 -0.128
            173	 -0.142
            174	 -0.152
            175	 -0.145
            176	 -0.115
            177	 -0.100
            178	 -0.105
            179	 -0.107
            180	 -0.105
            181	 -0.117
            182	 -0.128
            183	 -0.122
            184	 -0.115
            185	 -0.090
            186	 -0.085
            187	 -0.085
            188	 -0.095
            189	 -0.115
            190	 -0.105
            191	 -0.105
            192	 -0.120
            193	 -0.095
            194	 -0.098
            195	 -0.120
            196	 -0.105
            197	 -0.100
            198	 -0.092
            199	 -0.070
            200	 -0.065
            201	 -0.090
            202	 -0.095
            203	 -0.120
            204	 -0.142
            205	 -0.122
            206	 -0.102
            207	 -0.122
            208	 -0.128
            209	 -0.135
            210	 -0.120
            211	 -0.133
            212	 -0.170
            213	 -0.145
